name,country,room_type,nr_nights,date,traveler_type,title_review,pos_review,neg_review,score,date_parsed,year,month,full_review_text,review_language,sentiment
Elena,Ireland,Budget Double Room,4,August 2023,Family,"Great location, poor soundproofing","Great location in the tourist center of the city, several great restaurants just around the corner, very convenient. The street is very noisy, but if you close the windows properly, you can hardly hear anything. The windows have sun blinds and the rooms have air conditioning. toiletries are in large containers, so there is less plastic. Lovely terrace (for rooms with terraces). The family room was very large. The hotel has a very beautiful staircase (pictured is a view of the staircase from below) and an exhibition of devices from the last century in public spaces, very funny, especially for children. Friendly staff.","Terrible soundproofing. Our family room was located right under the top roof bar which is open until midnight and the staff clean up the bar for another half an hour so I couldn't sleep until they were done (around 00:30). I have traveled a lot and have never encountered such problems anywhere. I was going to change the hotel, but thanks to the staff, they found us another room where I slept great until the guests changed nearby, and it turned out that the soundproofing was terrible in this room too, we just heard anything that happened in the other room. So if you are a light sleeper and can't use ear plugs like I did, it's better not to risk it and choose another hotel. If you can sleep in noise then the hotel is a good choice. The sofabed in the family room is short, about 170cm long. The dining room is small, so it is necessary to book breakfast time. The breakfast itself is not impressive: a large selection of sweets and fruits, but the only vegetables are tomatoes. Two kinds of cheese, one plastic ham, bacon, (inedible) sausages, tasteless scrambled eggs, that sort of thing. Our kids ended up eating only bread and watermelon for breakfast. It is clear that this is a matter of taste, but in three other hotels during our vacation, breakfast was much tastier. Wi-Fi is available in the rooms, but rather slow, unstable and requires connection through the portal with login and password, which can be difficult for devices like Nintendo.",7.0,2023-08,2023,8,"Great location in the tourist center of the city, several great restaurants just around the corner, very convenient. The street is very noisy, but if you close the windows properly, you can hardly hear anything. The windows have sun blinds and the rooms have air conditioning. toiletries are in large containers, so there is less plastic. Lovely terrace (for rooms with terraces). The family room was very large. The hotel has a very beautiful staircase (pictured is a view of the staircase from below) and an exhibition of devices from the last century in public spaces, very funny, especially for children. Friendly staff. Terrible soundproofing. Our family room was located right under the top roof bar which is open until midnight and the staff clean up the bar for another half an hour so I couldn't sleep until they were done (around 00:30). I have traveled a lot and have never encountered such problems anywhere. I was going to change the hotel, but thanks to the staff, they found us another room where I slept great until the guests changed nearby, and it turned out that the soundproofing was terrible in this room too, we just heard anything that happened in the other room. So if you are a light sleeper and can't use ear plugs like I did, it's better not to risk it and choose another hotel. If you can sleep in noise then the hotel is a good choice. The sofabed in the family room is short, about 170cm long. The dining room is small, so it is necessary to book breakfast time. The breakfast itself is not impressive: a large selection of sweets and fruits, but the only vegetables are tomatoes. Two kinds of cheese, one plastic ham, bacon, (inedible) sausages, tasteless scrambled eggs, that sort of thing. Our kids ended up eating only bread and watermelon for breakfast. It is clear that this is a matter of taste, but in three other hotels during our vacation, breakfast was much tastier. Wi-Fi is available in the rooms, but rather slow, unstable and requires connection through the portal with login and password, which can be difficult for devices like Nintendo.",en,neutral
Andrea,Switzerland,Budget Single Room,4,July 2023,Solo traveller,Very good,Friendly hotel staff and very warm and welcoming atmosphere. The breakfast was delicious and the location is perfect to visit the center of Porto by foot. Gorgeous rooftop baar and a funny theme of the interior.,The Wifi Internet connection was a bit slow to work.,8.0,2023-07,2023,7,Friendly hotel staff and very warm and welcoming atmosphere. The breakfast was delicious and the location is perfect to visit the center of Porto by foot. Gorgeous rooftop baar and a funny theme of the interior. The Wifi Internet connection was a bit slow to work.,en,positive
John,Portugal,Basic Double Room,3,August 2023,Family,Good,The unique interior decoration and location.,The condition of the shower has been ignored. It let's the hotel down.,7.0,2023-08,2023,8,The unique interior decoration and location. The condition of the shower has been ignored. It let's the hotel down.,en,neutral
Cait,Ireland,Double Room with Terrace,4,August 2023,Couple,"Quirky, clean, friendly hotel in a superb location.","The location is super, we had a double room with terrace so had plenty of inside and outside space. Room very clean, staff super friendly and helpful. The vintage bumper cars, memorabilia and toys everywhere were a super treat!","The bed wasn’t comfortable, not a very restful sleep. The breakfast in the morning didn’t look amazing, but was pretty alright actually, with one exception the coffee: the coffee was not good.",8.0,2023-08,2023,8,"The location is super, we had a double room with terrace so had plenty of inside and outside space. Room very clean, staff super friendly and helpful. The vintage bumper cars, memorabilia and toys everywhere were a super treat! The bed wasn’t comfortable, not a very restful sleep. The breakfast in the morning didn’t look amazing, but was pretty alright actually, with one exception the coffee: the coffee was not good.",en,positive
Christine,United States,Budget Double Room,2,August 2023,Couple,Very good,"lOCATION, NICE STAFF,",NEED COFFEE AVAILABLE IN THE ROOM.,8.0,2023-08,2023,8,"lOCATION, NICE STAFF, NEED COFFEE AVAILABLE IN THE ROOM.",en,positive
Lisbeth,Portugal,Budget Double Room,2,August 2023,Family,Great!,Great location and very nice staff! You can leave your luggage after checkout + 24 Reception,,9.0,2023-08,2023,8,Great location and very nice staff! You can leave your luggage after checkout + 24 Reception,en,positive
Susan,Canada,Deluxe Double Room with Balcony,3,August 2023,Couple,Would return,Pleasant staff great room.,,9.0,2023-08,2023,8,Pleasant staff great room.,en,positive
O,Ireland,Budget Single Room,6,August 2023,Solo traveller,Overall very happy,"Good location , Really helpful staff,",,8.0,2023-08,2023,8,"Good location , Really helpful staff,",en,positive
Nader,Lebanon,Budget Double Room,2,August 2023,Couple,Very good,The location in the heart of Porto. The vintage decoration. The variety of the breakfast content. The lovely and helpful personnel.,,9.0,2023-08,2023,8,The location in the heart of Porto. The vintage decoration. The variety of the breakfast content. The lovely and helpful personnel.,en,positive
Avery,United Kingdom,Budget Double Room,2,August 2023,Solo traveller,"Cool vibes, great location.",Great spot nice staff. The building is older so if you want brand new facilities you won’t find that here. Everything was extremely clean.,All was good.,8.0,2023-08,2023,8,Great spot nice staff. The building is older so if you want brand new facilities you won’t find that here. Everything was extremely clean. All was good.,en,positive
Maria,Switzerland,King Room,1,August 2023,Couple,Nice hotel with friendly staff,The rooms were comfortable and clean. The staff was very friendly.,The restaurant was never open in the evening - which is complicated in the middle of the countryside. The pool was not heated.,7.0,2023-08,2023,8,The rooms were comfortable and clean. The staff was very friendly. The restaurant was never open in the evening - which is complicated in the middle of the countryside. The pool was not heated.,en,neutral
